CO_LOCAL_OFERTA_IES|NO_LOCAL_OFERTA|CO_IES
2006942|BOM JESUS|298
2006943|CAMPO MAIOR|298
2006980|LAGOA DA PRATA|298
2006981|MEDINA|298
2006982|TAIOBEIRAS|298
2007020|AQUIDAUANA|298
2007021|CORUMBÁ|298
2007022|DOURADOS|298
1051701|Ribeirão Preto II|298
1051702|Rio de Janeiro III|298
1051704|Rio de Janeiro IV|298
2006944|ESPERANTINA|298
2006945|OEIRAS|298
2006983|BARRA DE SÃO FRANCISCO|298
2006984|VILA VELHA|298
2006985|CABO FRIO|298
2007023|TRÊS LAGOAS|298
2007024|PONTES E LACERDA|298
1051705|São José do Rio Preto I|298
1051706|São Paulo VII - Vila Matilde|298
2006946|PICOS|298
2006947|PIRIPIRI|298
2006948|SÃO RAIMUNDO NONATO|298
2006986|CAMPOS DOS GOYTACAZES|298
2006987|DUQUE DE CAXIAS|298
2007025|Porto Alegre do Norte|298
2007026|TANGARÁ DA SERRA|298
1051707|Sorocaba III|298
1051708|Tailândia|298
2006949|TERESINA|298
2006950|CAICÓ|298
2006951|JOÃO CÂMARA|298
2006988|ITAPERUNA|298
2006989|MACAÉ|298
2007036|BRASÍLIA|298
2008057|BAIXA GRANDE|298
2008058|BARRA DO GARcAS|298
1051709|Três Lagoas|298
1051899|Além Paraíba|298
1069713|Unidade Boulevard|298
2006952|MOSSORÓ|298
2006953|NATAL|298
2006990|MAGÉ|298
2006991|NITERÓI|298
2006992|NOVA IGUAÇU|298
2008074|GUANAMBI|298
2008075|IRECe|298
2008076|LAVRAS|298
1071038|Unidade Aeroporto|298
2005059|Cornélio Procópio II|298
2006954|SOUSA|298
2006955|NOVA CRUZ|298
2006956|SANTA CRUZ|298
2006993|RIO DE JANEIRO|298
2006994|RIO DE JANEIRO|298
2007031|NIQUELÂNDIA|298
2007032|GOIANÉSIA|298
2007033|SANTA TEREZINHA DE GOIÁS|298
2007034|URUAÇU|298
2006914|ARIQUEMES|298
2006915|JARU|298
2006916|TARAUACÁ|298
2006957|CAJAZEIRAS|298
2006958|CAMPINA GRANDE|298
2006995|RIO DE JANEIRO|298
2006996|SÃO JOÃO DE MERITI|298
2008061|BOM JESUS DA LAPA|298
2008062|BRUMADO|298
2008063|CAcADOR|298
2006917|COARI|298
2006918|Itacoatiara|298
2006959|GUARABIRA|298
2006960|JOÃO PESSOA|298
2006961|ARARIPINA|298
2006997|BOTUCATU|298
2006998|JUNDIAÍ|298
2006999|MARÍLIA|298
2007027|ALEXÂNIA|298
2007028|ANÁPOLIS|298
2007029|CAIAPÔNIA|298
2006919|MANAUS|298
2006920|Parintins|298
2006922|BARCARENA|298
2006962|ARCOVERDE|298
2006963|CABO DE SANTO AGOSTINHO|298
2007000|Mogi das Cruzes II|298
2007001|RIBEIRÃO PRETO|298
2007035|VALPARAÍSO DE GOIÁS|298
2006923|BELÉM|298
2006924|BREVES|298
2006964|CARPINA|298
2006965|GARANHUNS|298
2006966|GRAVATÁ|298
2007002|SANTO ANDRÉ|298
2007003|SÃO JOSÉ DO RIO PRETO|298
2007005|SÃO PAULO|298
2008069|ERECHIM|298
2008070|ESPINOSA|298
2006925|CAMETÁ|298
2006926|CAPANEMA|298
2006927|CONCEIÇÃO DO ARAGUAIA|298
2006967|PAULISTA|298
2006968|PETROLINA|298
2007006|SOROCABA|298
2007007|VOTORANTIM|298
2007030|FORMOSA|298
2006928|ITAITUBA|298
2006930|ORIXIMINÁ|298
2006969|RECIFE|298
2006970|SALGUEIRO|298
2006971|SANTA CRUZ DO CAPIBARIBE|298
2007008|CAMPO MOURÃO|298
2007009|CASCAVEL|298
2007010|CURITIBA|298
1051681|Dourados|298
1051682|Formosa|298
2006931|PARAGOMINAS|298
2006932|PARAUAPEBAS|298
2006972|ARACAJU|298
2006973|SALVADOR|298
2007011|FOZ DO IGUAÇU|298
2007012|FRANCISCO BELTRÃO|298
1051683|Gurupi|298
1051685|João Pessoa III|298
1051691|Macaé|298
2006933|REDENÇÃO|298
2006934|SANTARÉM|298
2006935|TAILÂNDIA|298
2006974|SIMÕES FILHO|298
2006975|ALÉM PARAÍBA|298
2007013|PARANAVAÍ|298
2007014|UMUARAMA|298
1051692|Mogi das Cruzes II|298
1051693|Monte Dourado|298
2006936|TUCURUÍ|298
2006937|MACAPÁ|298
2006938|ARAGUAÍNA|298
2006976|BELO HORIZONTE|298
2006977|BETIM|298
2006978|GOVERNADOR VALADARES|298
2007015|CACEQUI|298
2007016|LIBERATO SALZANO|298
1051695|Mossoró|298
1051696|Niterói|298
2006939|ARAGUAÍNA|298
2006979|JUIZ DE FORA|298
9521|ENGENHEIRO COELHO|322
9522|ASSIS I|322
1801|MEMORIAL|316
2000205|SÃO BERNARDO DO CAMPO|316
1573|Limeira|322
2637|SANTANA DE PARNAÍBA I|322
9523|GARÇA|322
9524|CRATO|322
9525|GUARUJA|322
22654|Pólo São Roque|316
2000206|SÃO JOSE DO RIO PRETO|316
2000207|SÃO JOSE DOS CAMPOS|316
2639|Campus III - Anchieta|322
9526|VILA VELHA|322
9527|GUARULHOS|322
9528|IBATE|322
22657|Pólo São Manuel|316
2000210|SOROCABA|316
9529|BAURU I|322
22700|Pólo Bauru|316
25206|SANTO AMARO|316
2457|Campus VII - Fernandópolis|319
2458|Campus VIII - Descalvado|319
2641|Campus V -  Chácara Santo Antônio|322
9543|GOIANIA I|322
9544|PORANGATU|322
9545|JUNDIAI I|322
657834|CAMPUS  - SÃO PAULO - ITAQUERA|319
705030|CAMPUS  - DESCALVADO - PQ UNIVERSITÁRIO|319
2642|SÃO PAULO I / CIDADE UNIVERSITÁRIA|322
9550|INDAIATUBA|322
9551|AMERICANA I|322
9552|ITATIBA|322
28241|Pólo Botucatu|316
1067800|Shopping Center Fernandópolis|319
2008611|Sertãozinho - Francisclene de Oliveira - EPP (POLO DE APOIO PRESENCIAL)|319
2008613|SANTOS|319
365|Araraquara|322
2643|Campus VII - MARQUÊS|322
9536|ANAPOLIS|322
9538|ITAPETININGA|322
9539|CALDAS NOVAS|322
129388|Pólo Bauru|316
657833|VILA MARIA|316
368|Ribeirão Preto I|322
9547|RIO VERDE|322
370|Santos I|322
2644|Campus VIII - Paulista|322
2645|Campus IX- Pinheiros|322
9531|IBITINGA|322
9532|ACREUNA|322
706703|UNIDADE VERGUEIRO SEDE|316
371|São José do Rio Preto I|322
2646|Campus X - Norte|322
9541|ITAJOBI|322
2648|Campus XII - Vergueiro|322
9548|ITANHAEM|322
9549|ITAPIRA I|322
1063075|VILA PRUDENTE|316
372|São José dos Campos|322
9506|RIO BRANCO|322
9512|ARARAQUARA I|322
9533|IBIUNA|322
9534|ILHA SOLTEIRA|322
1065248|Polo Vila Prudente|316
2000200|CAMPINAS|316
373|Sorocaba I|322
9513|ARACATUBA I|322
2008078|MANHUAcU|298
2008079|MURIAe|298
2008080|NOVA ANDRADINA|298
2000201|GUARULHOS|316
374|BRASILIA I|322
9514|CERQUILHO|322
9516|SÃO MIGUEL DO OESTE|322
9517|LIVRAMENTO DE NOSSA SENHORA|322
2008082|RIO PARDO DE MINAS|298
2008083|ROSaRIO DO IVAi|298
2000202|OSASCO|316
377|MANAUS I|322
9518|CRUZEIRO|322
9519|DIADEMA|322
2008089|TReS PASSOS|298
2008090|TRINDADE|298
657829|Faculdade de Jandaia do Sul|299
2000203|PRESIDENTE PRUDENTE|316
1572|Jundiaí|322
9520|SALVADOR II|322
657830|Unidade SEDE|302
657831|Unidade SEDE|307
399|Barbacena - Campus I - Campus Magnus|308
405|Campus VI-Juiz de Fora|308
2188|Juiz de Fora/Instituto de Estudos Tecnológicos e Seqüenciais|308
657832|CAMPUS  - BARBACENA - SÃO JOSÉ|308
2000204|SANTO ANDRE|316
9709|CARAPICUIBA|322
9710|CATANDUVA|322
9715|MANHUMIRIM|322
9717|BARRA DO PIRAI|322
9568|BELO HORIZONTE I|322
9569|MAIRIPORA|322
9571|NAVIRAI|322
9572|PALMAS I|322
9616|MACEIÓ I|322
9617|FOZ DO IGUACU II|322
9618|ITURAMA|322
9619|PROMISSAO|322
9660|TATUÍ|322
9663|VARGEM GRANDE PAULISTA|322
9664|VIRADOURO|322
9718|NATAL II|322
9719|MOSSORÓ|322
9720|AGUA CLARA|322
9573|BELO HORIZONTE II|322
9574|MARILIA|322
9620|RECIFE III|322
9621|RIBEIRÃO BONITO|322
9665|SALVADOR III|322
9666|SÃO PAULO IX|322
9669|SÃO LUÍS II|322
9722|DOURADOS|322
9724|CURRAIS NOVOS|322
9575|NOVA ANDRADINA|322
9577|MATÃO|322
9622|MACEIÓ II|322
9623|JACUTINGA|322
9624|RIBEIRÃO PIRES|322
9670|SALVADOR V|322
9671|TAUBATÉ I|322
9725|ALTO ARAGUAIA|322
9726|BRASILIA III|322
9578|JOAO PESSOA I|322
9579|BELO HORIZONTE III|322
9580|ARAGUARI|322
9625|MACEIÓ III|322
9626|GOIANIA II|322
9673|TERESINA I|322
9674|POCOS DE CALDAS|322
9675|TERESINA II|322
9738|MINEIROS|322
9739|PALMEIRAS DE GOIAS|322
9740|ANDRADAS|322
9741|PONTALINA|322
9582|MAUÁ|322
9583|JOAO PESSOA II|322
9627|RIO CLARO|322
9628|LAGOA SANTA|322
9630|PALMEIRA DOS INDIOS|322
9676|JANUARIA|322
9677|TAPETINGA|322
9678|VITORIA I|322
9745|POSSE|322
9746|ARAGUAINA|322
9747|DIVINOPOLIS|322
9748|ITABERA|322
9585|MOGI DAS CRUZES|322
9586|MONTES CLAROS|322
9631|GOIANIA III|322
9632|SÃO MIGUEL DOS CAMPOS|322
9679|UBERABA|322
9682|SALVADOR IV|322
9731|SAPEZAL|322
9732|GUARAPARI|322
9735|GOIATUBA|322
9587|OLIMPIA|322
9588|RECIFE I|322
9589|MURIAÉ|322
9633|SAO PAULO VIII|322
9634|LAVRAS|322
9635|CANOAS|322
9684|ITAMARAJU|322
9685|UBERLANDIA I|322
9686|SÃO JOSÉ I|322
9742|BOA ESPERANCA|322
9743|ILHEUS|322
9590|ORLANDIA|322
9593|OSASCO|322
9594|CAMPO GRANDE I|322
9636|UNIÃO DOS PALMARES|322
9638|MANHUAÇU|322
9687|UNAI|322
9688|SÃO JOSÉ II|322
9727|CAMPO NOVO DO PARECIS|322
9728|JUINA|322
9595|PARAISOPOLIS I|322
9596|PEDREIRA|322
9639|NATAL I|322
9640|OLINDA|322
9641|SÃO BERNARDO DO CAMPO|322
9689|SÃO LUÍS I|322
9690|ERECHIM|322
9691|ALVORADA|322
9736|ITUMBIARA|322
9737|LUZIÂNIA|322
9597|ARACAJU II|322
9598|CUIABA I|322
9599|JUIZ DE FORA|322
9642|MONTE SIÃO|322
9643|SANTA CRUZ DAS PALMEIRAS|322
9692|NOVO HAMBURGO|322
9693|VILHENA|322
9744|VARZEA GRANDE|322
9600|CARMO DO RIO CLARO|322
9601|CUIABA II|322
9644|PARACATU|322
9645|SANTO ANDRÉ|322
9694|ADAMANTINA|322
9695|AMERICANA II|322
9729|LUCAS DO RIO VERDE|322
9730|BRASILIA IV|322
9602|PIRAJU|322
9604|EXTREMA|322
9605|CURITIBA I|322
9646|PASSOS|322
9647|SÃO CAETANO DO SUL|322
9648|SÃO CARLOS|322
9696|ARARAS|322
9697|ARUJA|322
9698|ATIBAIA|322
9553|ARACAJU I|322
9555|JABOTICABAL|322
9556|JACAREI|322
9606|CONSELHEIRO LAFAIETE|322
9607|PIRASSUNUNGA|322
9609|CURITIBA II|322
9650|SÃO ROQUE|322
9652|SÃO VICENTE|322
9700|BATATAIS|322
9701|BIRIGUI|322
9557|ARACAJU III|322
9559|JAU|322
9560|JABOATAO DOS GUARARAPES|322
9610|TOBIAS BARRETO|322
9611|FRUTAL|322
9653|CURVELO|322
9654|URUAÇU|322
9655|VITORIA DA CONQUISTA|322
9702|BOITUVA|322
9703|BOTUCATU|322
9704|BURITAMA|322
9562|JAGUARIUNA|322
9563|ACAILANDIA|322
9612|MACAPÁ I|322
9613|RECIFE II|322
9614|FORTALEZA I|322
9656|TANGARA DA SERRA|322
9657|SUZANO|322
9707|CACAPAVA|322
9564|BELEM I|322
9565|LEME|322
9615|PRESIDENTE PRUDENTE|322
9658|DIAMANTINA|322
9659|TABOÃO DA SERRA|322
10059|SANTA MARIA|322
10060|SÃO PAULO XV|322
10064|JANAUBA|322
9760|LINS|322
9761|LORENA|322
9762|PINHALZINHO|322
9763|APARECIDA|322
9823|CACERES|322
9824|CATOLE DO ROCHA|322
9826|CURITIBA III|322
9893|RIO DAS PEDRAS|322
9894|AREADO|322
9895|GUAXUPE|322
10066|SERRANA|322
10083|CAMPINAS II|322
10087|SANTOS II|322
9765|PILAR DO SUL|322
9766|PORTO FERREIRA.|322
9767|MORRO AGUDO|322
9827|ASSIS CHATEAUBRIAND|322
9828|BELEM II|322
9830|MOGI-GUACU|322
9896|SÃO SEBASTIÃO DO PARAISO|322
9897|ESPINOSA|322
10088|Santos III - Ponta da Praia|322
10090|SAO PAULO X|322
9768|PALMITAL|322
9770|SERTÃOZINHO|322
9831|UBERLANDIA II|322
9832|MONTE MOR|322
9900|PIRES DO RIO|322
9901|SANTA MARIA DA VITORIA|322
9902|BOA VISTA|322
10093|SAO PAULO XIX|322
10095|Campus XIII - Paraíso|322
9771|TAQUARITINGA|322
9772|ARTUR NOGUEIRA|322
9773|VALINHOS|322
9833|AMPARO|322
9834|ARACATUBA II|322
9835|SÃO JOSÉ DO RIO PRETO II|322
9903|FORTALEZA II|322
9904|PORTO VELHO|322
10130|FERRAZ DE VASCONCELOS.|322
10131|ITAPEVA|322
10137|REMANSO|322
9774|BERTIOGA|322
9775|MIGUELOPOLIS|322
9836|BAURU II|322
9838|CARAGUATATUBA|322
9839|ILHABELA|322
9905|MANAUS II|322
9912|ACRELANDIA|322
9916|BOM DESPACHO|322
10157|NOVA FRIBURGO|322
10200|SAO PAULO IV|322
10201|SAO PAULO XI|322
10202|SAO PAULO XIII|322
9776|PARANAPANEMA|322
9777|MOGI-MIRIM|322
9778|PEDERNEIRAS|322
9840|SÃO SEBASTIÃO|322
9841|TANABI|322
9920|SAO PAULO XII|322
9922|PAULO AFONSO|322
10123|FERNANDOPOLIS|322
10124|OURINHOS|322
10125|TAMBAU|322
10128|SÃO PAULO XXII|322
9779|MONTE ALTO|322
9780|BIRITIBA|322
9842|PALMAS II|322
9843|TUPI PAULISTA|322
9844|CRUZ ALTA|322
9925|TAUBATÉ II|322
9929|REDENÇÃO|322
9930|SETE LAGOAS|322
10139|SÃO PAULO II|322
10141|SAO PAULO XXI|322
10146|PEDRA BELA|322
9781|PENAPOLIS|322
9782|NHANDEARA|322
9783|NOVA ODESSA|322
9845|CHARQUEADA|322
9846|LIMEIRA II|322
9936|JACIARA|322
9939|NOVA XAVANTINA|322
9943|PARAISO DO TOCANTINS|322
10097|GUANAMBI|322
10116|ALVARES MACHADO|322
10120|REGENTE FEIJÓ|322
9784|BROTAS|322
9786|PASSO FUNDO|322
9787|COSMOPOLIS|322
9848|CACONDE|322
9849|JOANOPOLIS|322
9946|PORTO NACIONAL|322
9948|GURUPI|322
10129|CACHOEIRA PAULISTA|322
9788|SANTA CRUZ DO SUL|322
9789|CASA BRANCA|322
9850|SÃO JOÃO DA BOA VISTAS|322
9871|ALFENAS|322
9873|ITANHANDU|322
9952|ALTAMIRA|322
9994|SOBRAL|322
10015|MORRINHOS|322
10149|PARATY|322
9790|COTIA|322
9791|LENCOIS PAULISTA|322
9874|GUARATINGUETA|322
9876|MIRACEMA DO TOCANTINS|322
10019|SUMARÉ|322
10020|CANDIDO MOTA|322
10021|BRAGANCA PAULISTA|322
10122|SANTA FE DO SUL|322
9792|FRANCA|322
9793|PIRAJUI|322
9794|GUARAREMA|322
9878|BRUSQUE|322
9880|SÃO PAULO XVI|322
10022|PERUIBE|322
10024|ARARAQUARA II|322
9749|URUGUAIANA|322
9750|VIAMÃO|322
9796|SANTANA DO LIVRAMENTO|322
9797|SAPUCAIA DO SUL|322
9798|IGUAPE|322
9881|SANTA CRUZ DO RIO PARDO|322
9884|SÃO GONÇALO DO SAPUCAI|322
10025|URUPES|322
10027|SÃO PEDRO|322
10028|SANTA RITA DO PASSA QUATRO|322
9751|ITAPIRA II|322
9752|AGUAI|322
9753|ITAPORANGA|322
9808|ALTA FLORESTA|322
9814|GUAIRA|322
9885|PINDAMONHANGABA|322
9886|ITABAIANA|322
9888|VARGINHA|322
10040|CAMPOS DOS GOYTACAZES|322
10041|GUAIBA|322
9754|ITUVERAVA|322
9755|AGUDOS|322
9757|JARDINOPOLIS|322
9815|MARINGÁ|322
9820|BUENO BRANDAO|322
9821|ARAXA|322
9889|EUCLIDES DA CUNHA|322
9890|PRAIA GRANDE|322
10047|TRÊS PASSOS|322
10057|ANDRADINA|322
9759|ALTINOPOLIS|322
9822|CAMPINA VERDE|322
9891|REGISTRO|322
9892|SÃO MANUEL|322
22329|CRICIUMA|322
22385|LAGES|322
22391|TRINDADE|322
10266|SAO PAULO VI|322
10267|BEBEDOURO|322
10278|SANTA ROSA|322
10299|SENA MADUREIRA|322
11225|PATOS DE MINAS|322
11235|ARACUAI|322
11241|TOUROS|322
13806|INHUMAS|322
13812|BRASILIA VII|322
13863|AGUAS DE LINDOIA|322
22392|BARRA DO GARCAS|322
22393|MACAPÁ II|322
22394|CAMPO MOURAO|322
10377|BRASILIA V|322
10384|BRASILIA VI|322
11252|PALOTINA|322
11342|TABATINGA|322
11659|SAO PAULO VII|322
13881|SOCORRO|322
13894|BOM JESUS DOS PERDOES|322
13906|NAZARE PAULISTA|322
22395|CAMPO GRANDE II|322
22397|BARCARENA|322
10454|GUAJARA-MIRIM|322
10457|BRASILEIA|322
11860|MARANGUAPE|322
11886|SÃO MIGUEL DO IGUAÇU|322
14119|PAULISTA II|322
14164|COLATINA|322
22399|JI-PARANA|322
22408|ARACRUZ|322
10496|SÃO JOSÉ DOS CAMPOS II|322
10504|SÃO JOAQUIM DA BARRA|322
10512|SÃO SIMÃO|322
11933|CARUARU|322
12177|SAO PAULO V|322
12210|SÃO FELIX DO ARAGUAIA.MT|322
14464|LINHARES|322
14488|SÃO GABRIEL DA PALHA|322
22434|CALDEIRAO GRANDE|322
22436|MORRO DO CHAPÉU|322
22437|PINDOBAÇU|322
10518|IPAMERI|322
10536|IPATINGA|322
12275|SÃO SEBASTIAO DA GRAMA|322
12276|MIRASSOL|322
14642|SÃO BENTO DO SUL|322
14694|RIO DE JANEIRO I|322
14715|RIO DE JANEIRO II|322
22508|JARAGUA DO SUL|322
22512|BARRA BONITA|322
22516|RIBEIRÃO CORRENTE|322
10556|NATAL III|322
10562|COARI|322
10570|LIMOEIRO DO NORTE|322
12285|VITORIA DE SANTO ANTÃO|322
12286|GENERAL SALGADO|322
14760|UBA|322
22422|IBIRITE|322
22426|CORUMBA|322
22429|ARCOS|322
10573|CAMOCIM|322
10577|MARACANAU|322
10592|CAPANEMA|322
12291|CAMPOS DO JORDAO|322
12296|GOVERNADOR VALADARES|322
15212|SENADOR CANEDO|322
15431|POUSO ALEGRE|322
16079|PETROPOLIS|322
22497|APODI|322
22504|XIQUE-XIQUE|322
10630|TAIPULANDIA|322
10638|ITAPERUNA|322
12341|ROLIM DE MOURA|322
12575|PETROLINA|322
12606|GARANHUNS|322
16519|SÃO RAIMUNDO NONATO|322
16610|BENTO GONCALVES|322
22410|MARACAJU|322
22416|APUCARANA|322
22418|BAGE|322
10664|LAMBARI|322
10677|PORTO REAL|322
10701|SANTANA DE PARNAIBA|322
12636|SALGUEIRO|322
12667|SERRA TALHADA|322
16651|PIMENTA BUENO|322
16672|OURO FINO|322
22430|JACOBINA|322
22432|ANTONIO GONCALVES|322
10706|SINOP|322
10719|JUNDIAI II|322
12696|AFOGADOS DA INGAZEIRA|322
12708|ARARIPINA|322
16883|MEDIANEIRA|322
16960|SERRA NEGRA|322
17036|BLUMENAU|322
22505|BOCAINA|322
22506|SERRA AZUL|322
10728|SÃO JOSÉ DO RIO PARDO I|322
10742|POTIRENDABA|322
10745|CAMPOS NOVOS|322
12718|ARCOVERDE|322
12726|GRAVATA|322
12728|BELEM DE SAO FRANCISCO|322
17172|ASSIS II|322
17219|NITERÓI|322
22419|PARNAIBA|322
22421|ASSU|322
10761|ITAQUAQUECETUBA|322
10767|BETIM|322
12739|CABO DE SANTO AGOSTINHO|322
12749|GOIANA|322
17224|CAICO|322
17255|TEIXEIRA DE FREITAS|322
17560|CACHOEIRO DE ITAPEMIRIM|322
10205|SAÕ PAULO XX|322
10207|SÃO PAULO XVII|322
10883|FLORIANOPOLIS|322
10887|ALMENARA|322
10889|CONTAGEM|322
12817|SORRISO|322
13236|GOIANESIA|322
13269|PRIMAVERA DO LESTE|322
17760|TERESOPOLIS|322
17872|JATAI|322
10238|ANGRA DOS REIS|322
10256|ITAJUBA|322
10258|PORTO ALEGRE|322
11044|QUIRINOPOLIS|322
11097|ARAPIRACA|322
13755|APARECIDA DE GOIANIA|322
17990|SÃO MATEUS I|322
21524|SÃO PAULO XIV|322
10260|RIBEIRAO PRETO II|322
10262|RANCHARIA|322
11109|NOVA MUTUM|322
11129|AMAMBAI|322
11137|SERRINHA|322
13764|JARAGUA|322
13771|CACHOEIRINHA|322
13785|IPORA|322
22294|BELA VISTA DO PARAISO|322
22303|CAMPO LARGO|322
10265|PARAGUACU PAULISTA|322
11158|IVAIPORA|322
11218|SANTA LUZIA|322
13793|MARECHAL CANDIDO RONDON|322
120753|Pólo EAD - Cacoal|322
120901|Pólo EAD - João Pessoa VII|322
120937|Pólo EAD - Campina Grande I|322
22547|SANTA CRUZ DA ESPERANCA|322
22548|COLINAS DO TOCANTINS|322
22549|VARZEA PAULISTA|322
103298|Pólo EAD - Unaí|322
103320|Pólo EAD - Dourados|322
103325|Pólo EAD - Guariba|322
103338|Pólo EAD - Manaus I|322
119333|Pólo EAD - Joanópolis|322
119431|Pólo EAD - Niquelândia|322
119447|Pólo EAD - Feira de Santana|322
121535|Pólo EAD - Petrópolis|322
121730|Pólo EAD - Vitória de Santo Antão|322
22550|GRAVATAI|322
22554|VINHEDO|322
103344|Pólo EAD - Paranaíba|322
103345|Pólo EAD - Pederneiras|322
119473|Pólo EAD - Sinop|322
119592|Pólo EAD - Alta Floresta|322
121732|Pólo EAD - Governador Valadares|322
122132|Pólo EAD - Petrolina|322
22571|COLIDER|322
22577|VARZEA DA PALMA.MG|322
103382|Pólo EAD - Avaré|322
103385|Pólo EAD - Belo Horizonte Serra|322
119601|Pólo EAD - Pindamonhangaba I|322
119612|Pólo EAD - Itu I|322
122288|Pólo EAD - Serra Talhada|322
122534|Pólo EAD - Senador Canedo|322
22585|TRÊS PONTAS|322
22588|MARABÁ|322
22590|PINHAIS|322
103388|Pólo EAD - Birigüi|322
103394|Pólo EAD - Caetité|322
103397|Pólo EAD - Campinas II|322
119722|Pólo EAD - Morumbi|322
119726|Pólo EAD - Serrana|322
119796|Pólo EAD - Itapeva|322
129346|Pólo EAD - Araguatins|322
129349|Pólo EAD - Guaraí|322
129351|Pólo EAD - Colinas do Tocantins|322
22592|PATROCINIO|322
22598|FOZ DO IGUACU I|322
103398|Pólo EAD - Campinas III|322
103413|Pólo EAD - Catalão|322
119820|Pólo EAD - Formosa I|322
119827|Pólo EAD - Joinville|322
129482|Pólo EAD - Bandeirantes|322
129969|Pólo EAD - Porto Alegre I Centro|322
129978|Pólo EAD - Pindobaçu|322
22605|CARMO DO PARANAIBA|322
22606|GOIOERE|322
22613|BOM JESUS DA LAPA|322
103414|Pólo EAD - Catanduva|322
103426|Pólo EAD - Frutal|322
119840|Pólo EAD - União da Vitória|322
119841|Pólo EAD - Concórdia|322
124119|Pólo EAD - Paulista I|322
125073|Pólo EAD - Jataí III|322
125680|Pólo EAD - Porteirinha|322
22616|SIDROLANDIA|322
22628|TERRA ROXA|322
103429|Pólo EAD - Goiatuba|322
103459|Pólo EAD - Maceió I|322
119842|Pólo EAD - Cambuí|322
119856|Pólo EAD - Capão Bonito|322
119863|Pólo EAD - Caconde|322
129387|Pólo EAD - Cajazeiras|322
129395|Pólo EAD - Itu|322
129435|Pólo EAD -  Pedra Branca do Amapari|322
22640|ALTONIA|322
22658|SÃO PAULO XVIII|322
22671|HORTOLANDIA|322
103472|Pólo EAD - Novo Hamburgo|322
103478|Pólo EAD - Paracatu|322
103479|Pólo EAD - Paranapanema|322
119875|Pólo EAD - Valparaíso I|322
119921|Pólo EAD - Lambari|322
123159|Pólo EAD - Bom Jesus dos Perdões|322
123162|Pólo EAD - Nazaré Paulista|322
22675|GUAIRA|322
22679|MONTE CARMELO|322
103484|Pólo EAD - Piracaia|322
103501|Pólo EAD - Salvador VI - Pituba|322
119931|Pólo EAD - Jales|322
119944|Pólo EAD - Rio das Pedras|322
126335|Pólo EAD - Serra Negra|322
22691|PATOS|322
22693|SALINAS|322
22697|CAJAZEIRAS|322
103506|Pólo EAD - Campus São José do Rio Pardo|322
103511|Pólo EAD - São Miguel Arcanjo|322
119955|Pólo EAD - Juiz de Fora II|322
119996|Pólo EAD - Pontal|322
129453|Pólo EAD - Guarabira|322
22701|GUARABIRA|322
22702|SOUSA|322
103524|Pólo EAD - Vargem Grande Paulista|322
103538|Pólo EAD - Anápolis|322
120002|Pólo EAD - Mirandópolis|322
120032|Pólo EAD - Gurupi|322
120080|Pólo EAD - São João do Del Rei|322
123266|PÓLO EAD - ÁGUAS DE LINDÓIA|322
22712|PIRAPORA|322
22724|RIBEIRÃO DAS NEVES|322
22727|CAMPINA GRANDE|322
103542|Pólo EAD - Araguari|322
103549|Pólo EAD - Campo Belo|322
120108|Pólo EAD - Sumaré I|322
120125|Pólo EAD - Embu|322
22519|CAÇADOR|322
22524|PAULINIA I|322
22728|PRATA|322
22741|PIANCO|322
103551|Pólo EAD - Cotia|322
103561|Pólo EAD - Jussara|322
103564|Pólo EAD - Maceió III|322
120211|Pólo EAD - Perus|322
120233|POLO EAD - FLORIANÓPOLIS|322
120237|Pólo EAD - Manaus II|322
22528|SOBRADINHO|322
22535|TOCANTINOPOLIS|322
22536|CANDEIAS|322
22913|CRUZEIRO DO SUL|322
22919|BRUMADO|322
22924|TABATINGA|322
103565|Pólo EAD - Maceió II|322
103572|Pólo EAD - Porangatú|322
120281|Pólo EAD - Bebedouro|322
120350|Pólo EAD - Afogados da Ingazeira|322
22538|PIRACICABA|322
22540|TAPIRATIBA|322
103283|Pólo EAD - Bauru|322
103287|Pólo EAD - Lucas do Rio Verde|322
103580|Pólo EAD - Vila Velha|322
103582|Pólo EAD - São Luís I|322
120588|Pólo EAD - Jardim|322
120710|Pólo EAD - Nova Mutum|322
22545|GUARAI|322
22546|LAGUNA|322
103289|Pólo EAD - Marília|322
119323|Pólo EAD - Umuarama|322
119326|Pólo EAD - Maringá|322
147490|POLO EAD - COROMANDEL|322
147492|POLO EAD - TEÓFILO OTONI|322
147495|POLO EAD - TRÊS LAGOAS|322
130725|Pólo EAD - Diamante D Oeste|322
130733|Pólo EAD - Marabá|322
140353|PÓLO EAD - ACRELÂNDIA|322
146937|POLO EAD - JI-Paraná|322
146940|POLO EAD - Lauro de Freitas|322
146941|POLO EAD - Medianeira|322
147421|POLO EAD - JARAGUÁ|322
147423|POLO EAD - SOBRADINHO|322
147425|POLO EAD - BETIM|322
147496|POLO EAD -  TRÊS PASSOS|322
147500|POLO EAD - PIRIPIRI|322
140357|PÓLO EAD - ESPINOSA|322
140362|SÃO PAULO III|322
146944|POLO EAD - Muriaé|322
146949|POLO EAD - Pirapora|322
147427|POLO EAD - IRECÊ|322
147428|POLO EAD - SALINAS|322
147503|POLO EAD - ARAUCÁRIA|322
147505|POLO EAD - ITABERAÍ|322
140363|PÓLO EAD - MONTES CLAROS|322
